专业代码,专业代码与名称,学科分类,学科代码,一级学科代码,,国家线A线总分,国家线A线单科=100,国家线A线单科>100,国家线B线总分,国家线B线单科=100,国家线B线单科>100,学位类型
125300,125300 会计,管理学,12,1253,53,179,46,92,169,41,82,专硕
125400,125400 旅游管理,管理学,12,1254,54,170,42,84,160,37,74,专硕
125500,125500 图书情报,管理学,12,1255,55,179,46,92,169,41,82,专硕
125600,125600 工程管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
125601,125601 工程管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
125602,125602 项目管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
125603,125603 工业工程与管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
125604,125604 物流工程与管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
135100,135100 艺术,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135101,135101 音乐,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135102,135102 戏剧,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135103,135103 戏曲,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135104,135104 电影,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135105,135105 广播电视,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135106,135106 舞蹈,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135107,135107 美术,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135108,135108 艺术设计,艺术学,13,1351,51,346,38,57,336,35,53,专硕
,享受少数民族照顾政策的考生⑦,,,,,249,30,45,249,30,45,专硕
