专业代码,专业代码与名称,学科分类,学科代码,一级学科代码,,国家线A线总分,国家线A线单科=100,国家线A线单科>100,国家线B线总分,国家线B线单科=100,国家线B线单科>100,学位类型,A全日制调剂,A全日制一志愿,B全日制调剂,B全日制一志愿,A非全日制调剂,A非全日制一志愿,B非全日制调剂,B非全日制一志愿
085800,085800 能源动力,工学,08,0858,58,263,37,56,253,34,51,专硕, 327.92 , 344.29 , 330.90 , 318.32 , 337.20 , 314.35 , 291.60 , 308.47 
085900,085900 土木水利,工学,08,0859,59,263,37,56,253,34,51,专硕, 316.82 , 344.52 , 302.80 , 312.45 , 293.73 , 314.05 , 275.44 , 301.00 
086000,086000 生物与医药,工学,08,0860,60,263,37,56,253,34,51,专硕, 299.19 , 333.13 , 282.33 , 305.29 , 299.38 , 319.42 , 269.60 , 315.67 
086100,086100 交通运输,工学,08,0861,61,263,37,56,253,34,51,专硕, 326.94 , 344.30 , 309.34 , 313.49 , 291.86 , 310.23 , 285.40 , 300.60 
095100,095100 农业,农学,09,0951,51,252,33,50,242,30,45,专硕, 309.80 , 331.19 , 259.57 , 271.33 , 283.14 , 315.30 ,,
095131,095131 农艺与种业,农学,09,0951,51,252,33,50,242,30,45,专硕, 296.27 , 322.15 , 282.33 , 303.13 , 300.83 , 299.50 , 272.04 , 280.87 
095132,095132 资源利用与植物保护,农学,09,0951,51,252,33,50,242,30,45,专硕, 302.55 , 318.63 , 285.24 , 297.49 , 287.00 , 296.43 , 263.21 , 279.14 
095133,095133 畜牧,农学,09,0951,51,252,33,50,242,30,45,专硕, 307.58 , 321.23 , 296.75 , 303.44 , 287.00 , 304.19 , 262.42 , 242.00 
095134,095134 渔业发展,农学,09,0951,51,252,33,50,242,30,45,专硕, 298.17 , 314.84 , 260.51 , 311.26 , 279.67 , 300.35 ,,
095135,095135 食品加工与安全,农学,09,0951,51,252,33,50,242,30,45,专硕, 308.47 , 320.45 , 273.87 , 301.79 , 279.50 , 296.96 , 282.78 , 263.40 
095136,095136 农业工程与信息技术,农学,09,0951,51,252,33,50,242,30,45,专硕, 295.43 , 322.44 , 282.51 , 297.89 , 249.31 , 288.15 , 273.42 , 295.50 
095137,095137 农业管理,农学,09,0951,51,252,33,50,242,30,45,专硕, 329.03 , 333.34 , 326.80 , 311.28 , 279.82 , 280.40 , 299.21 , 288.08 
095138,095138 农村发展,农学,09,0951,51,252,33,50,242,30,45,专硕, 328.13 , 326.40 , 330.05 , 318.49 , 226.04 , 302.36 , 246.95 , 280.32 
095200,095200 兽医,农学,09,0952,52,252,33,50,242,30,45,专硕, 322.86 , 340.38 , 301.98 , 314.93 , 232.36 , 289.40 , 301.11 , 278.19 
095300,095300 风景园林,农学,09,0953,53,252,33,50,242,30,45,专硕, 344.83 , 334.92 , 337.68 , 323.48 , 314.46 , 316.40 , 308.33 , 280.58 
095400,095400 林业,农学,09,0954,54,252,33,50,242,30,45,专硕, 302.52 , 307.02 , 280.10 , 308.97 , 296.25 , 280.73 , 277.95 , 280.49 
105100,105100 临床医学,医学,10,1051,51,299,41,123,289,38,114,专硕, 344.37 , 356.56 ,,,,,,
105101,105101 内科学,医学,10,1051,51,299,41,123,289,38,114,专硕, 363.71 , 352.34 , 348.00 , 324.30 ,,,,
105102,105102 儿科学,医学,10,1051,51,299,41,123,289,38,114,专硕,, 353.51 , 340.63 , 339.00 ,,,,
105103,105103 老年医学,医学,10,1051,51,299,41,123,289,38,114,专硕, 356.03 , 344.50 , 340.19 , 309.07 ,,,,
105104,105104 神经病学,医学,10,1051,51,299,41,123,289,38,114,专硕, 351.94 , 354.31 , 343.19 , 327.45 ,,,,
105105,105105 精神病与精神卫生学,医学,10,1051,51,299,41,123,289,38,114,专硕, 344.88 , 348.13 , 341.20 , 315.77 ,,,,
105106,105106 皮肤病与性病学,医学,10,1051,51,299,41,123,289,38,114,专硕, 368.00 , 346.34 ,, 348.50 ,,,,
105107,105107 急诊医学,医学,10,1051,51,299,41,123,289,38,114,专硕, 351.20 , 336.75 , 336.85 , 300.62 ,,,,
105108,105108 重症医学,医学,10,1051,51,299,41,123,289,38,114,专硕, 354.06 , 341.94 , 344.55 , 319.29 ,,,,
105109,105109 全科医学,医学,10,1051,51,299,41,123,289,38,114,专硕, 338.89 , 339.50 , 331.20 , 315.09 ,,,,
105110,105110 康复医学与理疗学,医学,10,1051,51,299,41,123,289,38,114,专硕, 340.24 , 336.49 ,, 312.33 ,,,,
105111,105111 外科学,医学,10,1051,51,299,41,123,289,38,114,专硕, 350.78 , 350.93 , 340.74 , 327.00 ,,,,
105112,105112 儿外科学,医学,10,1051,51,299,41,123,289,38,114,专硕, 348.64 , 349.71 , 329.75 , 322.13 ,,,,
105113,105113 骨科学,医学,10,1051,51,299,41,123,289,38,114,专硕, 353.04 , 349.89 , 335.07 , 322.10 ,,,,
105114,105114 运动医学,医学,10,1051,51,299,41,123,289,38,114,专硕, 340.00 , 331.15 , 340.25 , 335.25 ,,,,
105115,105115 妇产科学,医学,10,1051,51,299,41,123,289,38,114,专硕, 355.45 , 348.98 , 350.41 , 321.51 ,,,,
105116,105116 眼科学,医学,10,1051,51,299,41,123,289,38,114,专硕, 361.54 , 348.79 , 342.75 , 322.37 ,,,,
105117,105117 耳鼻咽喉科学,医学,10,1051,51,299,41,123,289,38,114,专硕, 349.41 , 345.64 , 336.44 , 316.08 ,,,,
105125,105125 核医学,医学,10,1051,51,299,41,123,289,38,114,专硕, 355.46 , 356.13 , 356.67 , 311.75 ,,,,
105126,105126 医学遗传学,医学,10,1051,51,299,41,123,289,38,114,专硕, 333.55 , 341.46 , 313.50 , 291.00 ,,,,
105118,105118 麻醉学,医学,10,1051,51,299,41,123,289,38,114,专硕, 367.92 , 353.67 , 352.00 , 322.32 ,,,,
105119,105119 临床病理,医学,10,1051,51,299,41,123,289,38,114,专硕, 347.97 , 341.98 , 323.06 , 315.31 ,,,,
105120,105120 临床检验诊断学,医学,10,1051,51,299,41,123,289,38,114,专硕, 333.68 , 330.78 , 319.19 , 272.00 ,,,,
105121,105121 肿瘤学,医学,10,1051,51,299,41,123,289,38,114,专硕, 357.67 , 350.15 , 348.63 , 318.38 ,,,,
105122,105122 放射肿瘤学,医学,10,1051,51,299,41,123,289,38,114,专硕, 352.32 , 357.01 , 343.75 , 301.45 ,,,,
105123,105123 放射影像学,医学,10,1051,51,299,41,123,289,38,114,专硕, 365.60 , 357.50 , 351.75 , 330.59 ,,,,
105124,105124 超声医学,医学,10,1051,51,299,41,123,289,38,114,专硕, 365.19 , 348.07 , 360.00 , 331.43 ,,,,
105200,105200 口腔医学,医学,10,1052,52,299,41,123,289,38,114,专硕, 349.38 , 351.90 , 346.02 , 333.49 ,,,,
105300,105300 公共卫生,医学,10,1053,53,299,41,123,289,38,114,专硕, 330.28 , 350.02 , 317.30 , 330.35 , 324.36 , 331.23 ,, 331.00 
105400,105400 护理,医学,10,1054,54,299,41,123,289,38,114,专硕, 342.23 , 336.73 , 330.85 , 328.62 , 328.41 , 330.66 ,, 311.44 
105500,105500 药学,医学,10,1055,55,299,41,123,289,38,114,专硕, 325.66 , 345.39 , 321.51 , 332.98 , 321.69 , 336.87 ,,
105600,105600 中药学,医学,10,1056,56,299,41,123,289,38,114,专硕, 318.57 , 347.05 , 305.36 , 320.03 , 308.00 , 339.86 ,,
105700,105700中医,医学,10,1057,57,299,40,120,289,37,111,专硕,,,,,,,,
105701,105701 中医内科学,医学,10,1057,57,299,40,120,289,37,111,专硕, 386.87 , 351.42 ,, 333.32 ,,,,
105702,105702 中医外科学,医学,10,1057,57,299,40,120,289,37,111,专硕, 367.80 , 343.63 ,, 329.35 ,,,,
105703,105703 中医骨伤科学,医学,10,1057,57,299,40,120,289,37,111,专硕, 357.17 , 338.74 ,, 326.01 ,,,,
105704,105704 中医妇科学,医学,10,1057,57,299,40,120,289,37,111,专硕, 367.71 , 343.44 ,, 343.97 ,,,,
105705,105705 中医儿科学,医学,10,1057,57,299,40,120,289,37,111,专硕, 356.00 , 349.07 ,, 326.27 ,,,,
105706,105706 中医五官科学,医学,10,1057,57,299,40,120,289,37,111,专硕, 347.33 , 320.57 , 352.00 , 186.17 ,,,,
105707,105707 针灸推拿学,医学,10,1057,57,299,40,120,289,37,111,专硕, 366.70 , 355.98 ,, 229.48 ,,,,
105708,105708 民族医学（含：藏医学、蒙医学等）,医学,10,1057,57,299,40,120,289,37,111,专硕,,,, 304.36 ,,,,
105709,105709 中西医结合临床,医学,10,1057,57,299,40,120,289,37,111,专硕, 371.00 , 339.42 , 356.71 , 326.84 ,,,,
105700,105700 中医,医学,10,1057,57,299,40,120,289,37,111,专硕, 366.00 , 360.67 ,,,,,,
105710,105710 全科医学,医学,10,1057,57,299,40,120,289,37,111,专硕,, 345.14 ,, 313.75 ,,,,
115100,115100军事,军事学,11,1151,51,265,37,56,255,34,51,专硕,,,,,,,,
115101,115101 军事指挥,军事学,11,1151,51,265,37,56,255,34,51,专硕,, 373.00 ,,,,,,
115102,115102 军队政治工作,军事学,11,1151,51,265,37,56,255,34,51,专硕,,,,,,,,
115103,115103 军事后勤,军事学,11,1151,51,265,37,56,255,34,51,专硕,,,,,,,,
115104,115104 军事装备,军事学,11,1151,51,265,37,56,255,34,51,专硕,,,,,,,,
125100,125100 工商管理,管理学,12,1251,51,170,42,84,160,37,74,专硕, 200.10 , 195.34 , 179.12 , 185.21 , 190.82 , 192.06 , 166.56 , 183.46 
125200,125200 公共管理,管理学,12,1252,52,174,43,86,164,38,76,专硕, 199.42 , 194.97 , 175.87 , 187.98 , 191.10 , 198.44 , 174.66 , 185.11 
125300,125300 会计,管理学,12,1253,53,179,46,92,169,41,82,专硕, 238.06 , 226.68 ,, 176.43 , 204.05 , 209.69 , 201.24 , 151.87 
125400,125400 旅游管理,管理学,12,1254,54,170,42,84,160,37,74,专硕, 177.05 , 194.38 , 178.78 , 178.77 , 189.51 , 192.04 , 173.49 , 176.96 
125500,125500 图书情报,管理学,12,1255,55,179,46,92,169,41,82,专硕, 221.38 , 229.74 ,,, 215.30 , 216.73 ,,
125600,125600 工程管理,管理学,12,1256,56,174,43,86,164,38,76,专硕, 39.43 , 207.90 , 227.62 , 187.98 , 121.08 , 192.63 ,, 179.24 
125601,125601 工程管理,管理学,12,1256,56,174,43,86,164,38,76,专硕, 199.58 , 205.80 , 178.75 , 178.40 , 189.92 , 197.15 , 173.95 , 183.39 
125602,125602 项目管理,管理学,12,1256,56,174,43,86,164,38,76,专硕, 218.50 , 208.60 , 175.00 , 183.20 , 186.03 , 193.21 , 177.33 , 183.50 
125603,125603 工业工程与管理,管理学,12,1256,56,174,43,86,164,38,76,专硕, 214.76 , 215.47 , 276.63 , 209.06 , 194.40 , 198.32 , 201.38 , 192.00 
125604,125604 物流工程与管理,管理学,12,1256,56,174,43,86,164,38,76,专硕, 224.90 , 217.35 ,, 202.25 , 201.41 , 96.83 , 72.34 ,
135100,135100 艺术,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 352.43 , 359.93 , 282.09 , 363.09 , 364.19 , 368.48 ,,
135101,135101 音乐,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 361.67 , 370.28 , 355.09 , 362.10 , 349.17 , 361.51 ,,
135102,135102 戏剧,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 380.00 , 375.57 , 373.25 , 371.07 ,, 371.78 ,,
135103,135103 戏曲,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 345.05 , 359.25 ,,,, 364.00 ,,
135104,135104 电影,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 384.78 , 380.03 ,, 361.50 , 362.57 , 377.17 ,,
135105,135105 广播电视,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 382.74 , 369.10 , 378.93 , 360.68 , 379.55 , 368.90 , 361.41 , 370.00 
135106,135106 舞蹈,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 364.35 , 348.25 , 378.00 , 373.61 , 358.00 , 368.50 ,,
135107,135107 美术,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 367.80 , 376.47 , 361.57 , 356.89 , 361.20 , 367.01 ,, 341.20 
135108,135108 艺术设计,艺术学,13,1351,51,346,38,57,336,35,53,专硕, 365.39 , 369.85 , 361.54 , 361.25 , 323.08 , 365.95 , 351.71 , 365.00 
,享受少数民族照顾政策的考生⑦,,,,,249,30,45,249,30,45,专硕,,,,,,,,
